1000,1,1702,1141,409
1000,2,1731,1422,428
1000,3,2299,1821,434
1000,4,2592,2125,560
1000,5,2897,2280,775
1000,6,2701,2442,821
1000,7,4115,3119,900
1000,8,3345,3046,926
1000,9,4335,3844,953
1000,10,7316,4887,979
1000,11,5929,5451,1007
1000,12,7229,6124,1187
1000,13,6956,6438,1365
1000,14,7152,6952,1441
1000,15,7642,7292,1559
1000,16,8113,7328,1619
1000,17,7537,7461,1869
1000,18,7923,7741,2112
1000,19,8517,8164,2770
1000,20,8343,8182,3926
1000,21,8544,8252,5174
1000,22,9173,8685,5959
1000,23,8787,8563,6194
1000,24,9061,8765,6201
1000,25,9207,8786,6261
1000,26,9389,9010,6318
1000,27,9345,9111,6406
1000,28,9310,9194,6468
1000,29,9622,9303,6597
1000,30,9424,9287,6678
1000,31,9894,9566,6926
1000,32,9634,9353,7033
1000,33,9648,9496,6985
1000,34,9913,9596,7098
1000,35,9641,9550,7032
1000,36,9697,9552,7287
1000,37,9747,9522,7286
1000,38,9923,9753,7339
1000,39,10210,9829,7306
1000,40,9900,9763,7633
1000,41,9668,9549,7392
1000,42,10452,10071,7616
1000,43,10125,9868,7661
1000,44,10126,9812,7618
1000,45,10090,9807,7655
1000,46,10152,9998,7722
1000,47,10234,10096,7790
1000,48,10289,10113,7848
1000,49,11031,10118,7687
1000,50,10314,10002,7820
1000,51,10394,10180,7755
1000,52,10664,10209,7930
1000,53,10563,10322,7782
1000,54,10682,10401,7922
1000,55,11019,10460,7940
1000,56,11070,10601,7999
1000,57,11129,10634,8043
1000,58,11038,10756,8102
1000,59,12111,11306,8005
1000,60,11390,11101,8106
1000,61,11652,11337,8192
1000,62,11853,11144,8275
1000,63,11929,11616,8228
1000,64,12444,11845,8195
1000,65,12512,11909,8407
1000,66,13585,12955,8475
1000,67,12969,12657,8479
1000,68,13013,12626,8568
1000,69,13239,12976,8658
1000,70,13877,13174,8769
1000,71,13979,13172,8828
1000,72,13886,13522,9007
1000,73,13718,13429,9099
1000,74,13858,13566,9164
1000,75,14344,13808,9419
1000,76,14296,13749,9498
1000,77,14551,13678,9552
1000,78,14158,13716,9683
1000,79,14232,13527,9740
1000,80,14253,14080,9760
1000,81,14181,13863,9804
1000,82,13865,13717,9860
1000,83,14136,13970,9969
1000,84,14755,13990,9842
1000,85,14014,13810,9973
1000,86,14766,14108,9855
1000,87,14688,14000,9918
1000,88,13762,13619,9811
1000,89,14821,13977,9910
1000,90,14433,14121,9740
1000,91,14408,14010,10079
1000,92,13748,13541,10002
1000,93,14462,14157,10001
1000,94,14322,13938,9967
1000,95,14921,14180,10100
1000,96,13789,13528,9958
1000,97,15180,14019,9952
1000,98,14254,13989,10142
1000,99,14155,13791,10004
1000,100,14721,14244,10173
