1500,1,291,119,0
1500,2,263,174,0
1500,3,674,431,0
1500,4,944,536,3
1500,5,939,837,6
1500,6,1874,1161,8
1500,7,1526,1314,9
1500,8,2232,1721,11
1500,9,2195,1858,55
1500,10,3555,2445,159
1500,11,3528,2609,366
1500,12,4051,3486,483
1500,13,3437,3308,547
1500,14,4076,3449,606
1500,15,4373,3878,715
1500,16,3881,3528,829
1500,17,6611,4746,1049
1500,18,5036,4359,1223
1500,19,4883,4297,1361
1500,20,5112,4527,1485
1500,21,5389,4547,1500
1500,22,5060,4722,1570
1500,23,5558,4897,1703
1500,24,6042,5386,1802
1500,25,5251,5075,1979
1500,26,6233,5397,2172
1500,27,5804,5547,2321
1500,28,5661,5504,2538
1500,29,6190,5511,2581
1500,30,5981,5799,2641
1500,31,6544,5841,2728
1500,32,5972,5618,2758
1500,33,6205,5761,2815
1500,34,6248,5922,2801
1500,35,5933,5718,2937
1500,36,5900,5534,2892
1500,37,6223,5718,3010
1500,38,6471,5876,3065
1500,39,5974,5665,2989
1500,40,6412,6014,3014
1500,41,5930,5803,3088
1500,42,6774,6059,3098
1500,43,6405,5920,3053
1500,44,6074,5813,3138
1500,45,6499,6047,3215
1500,46,6071,5733,3174
1500,47,6088,5906,3167
1500,48,6269,5902,3116
1500,49,5974,5670,3188
1500,50,6041,5847,3211
1500,51,6557,6369,3217
1500,52,6217,5959,3246
1500,53,6216,6001,3247
1500,54,6781,6108,3273
1500,55,6390,5881,3278
1500,56,6285,6091,3297
1500,57,7144,6381,3363
1500,58,6318,6088,3351
1500,59,6300,5872,3332
1500,60,7302,6380,3474
1500,61,5942,5827,3408
1500,62,6562,6374,3423
1500,63,7668,6469,3487
1500,64,6840,6390,3584
1500,65,6247,5874,3572
1500,66,6484,6199,3610
1500,67,6610,6247,3571
1500,68,6442,6217,3665
1500,69,6902,6207,3629
1500,70,7161,6291,3637
1500,71,6190,6036,3714
1500,72,6352,6209,3666
1500,73,6882,6269,3693
1500,74,6488,6228,3671
1500,75,6476,6128,3705
1500,76,6664,6298,3713
1500,77,6565,6137,3691
1500,78,6284,6084,3722
1500,79,6226,5977,3707
1500,80,7302,6227,3705
1500,81,6657,6210,3741
1500,82,6406,6106,3730
1500,83,7575,6732,3729
1500,84,7449,6814,3744
1500,85,7746,7426,3728
1500,86,8572,7507,3700
1500,87,11725,9398,3753
1500,88,11440,9629,3787
1500,89,9476,8712,3868
1500,90,10288,9838,3936
1500,91,12002,10694,4112
1500,92,12265,11014,4165
1500,93,12255,11219,4471
1500,94,13003,11939,4682
1500,95,12896,12069,4890
1500,96,13129,12530,4987
1500,97,13901,12740,5115
1500,98,13595,12695,5105
1500,99,13637,12895,5504
1500,100,14106,13253,5822
