1500,1,2474,1468,407
1500,2,3567,2777,428
1500,3,3975,2953,432
1500,4,4028,3408,605
1500,5,3659,3442,775
1500,6,3905,3733,827
1500,7,4220,3936,900
1500,8,4576,4013,926
1500,9,4076,3976,971
1500,10,4554,4216,1121
1500,11,4927,4552,1708
1500,12,5219,4937,2121
1500,13,5395,5067,2346
1500,14,5580,5430,2461
1500,15,6028,5733,2547
1500,16,6288,5916,2663
1500,17,6682,6407,2830
1500,18,6814,6311,3099
1500,19,6584,6372,3417
1500,20,7261,6588,3649
1500,21,8573,7078,3971
1500,22,7415,7160,4060
1500,23,8455,8075,4234
1500,24,8644,8409,4344
1500,25,8468,8318,4509
1500,26,8774,8586,4652
1500,27,8742,8666,4890
1500,28,8863,8797,5101
1500,29,8940,8837,5391
1500,30,9051,8860,5742
1500,31,9184,9040,6345
1500,32,9095,8917,6643
1500,33,9054,8993,6806
1500,34,9086,8976,6878
1500,35,9118,8998,6840
1500,36,9300,9127,6925
1500,37,9175,9063,6996
1500,38,9453,9168,7003
1500,39,9364,9164,7003
1500,40,9260,9107,6971
1500,41,9252,9105,7011
1500,42,9633,9385,7105
1500,43,9052,8993,7091
1500,44,9212,9129,7111
1500,45,9374,9256,7134
1500,46,9525,9344,7188
1500,47,9572,9372,7079
1500,48,9747,9425,7302
1500,49,9776,9552,7318
1500,50,9438,9371,7355
1500,51,9623,9392,7454
1500,52,9737,9503,7500
1500,53,9676,9492,7506
1500,54,9605,9435,7605
1500,55,9506,9431,7749
1500,56,9782,9574,7594
1500,57,9887,9554,7804
1500,58,9755,9597,7773
1500,59,9796,9605,7681
1500,60,9978,9572,7844
1500,61,9682,9568,7705
1500,62,9764,9531,7749
1500,63,9670,9590,7729
1500,64,9808,9630,7815
1500,65,9685,9569,7752
1500,66,10078,9736,7760
1500,67,9666,9609,7864
1500,68,9874,9612,7869
1500,69,9856,9617,7840
1500,70,9733,9634,7868
1500,71,9750,9560,7881
1500,72,10257,9706,7944
1500,73,9954,9738,7882
1500,74,10064,9695,7911
1500,75,10338,9946,7923
1500,76,10005,9791,7957
1500,77,9848,9703,8000
1500,78,9938,9693,7943
1500,79,9792,9679,8003
1500,80,10193,9932,7982
1500,81,9947,9816,7993
1500,82,10343,9982,8021
1500,83,9874,9764,8020
1500,84,10133,9903,8100
1500,85,10486,9917,8027
1500,86,10103,9920,8116
1500,87,10284,10044,8139
1500,88,9985,9917,8102
1500,89,10152,9958,8156
1500,90,10495,10115,8162
1500,91,10240,10060,8179
1500,92,10513,10100,8169
1500,93,10292,10171,8260
1500,94,10322,10063,8228
1500,95,10158,10062,8200
1500,96,10306,10195,8278
1500,97,10388,10210,8295
1500,98,10518,10205,8292
1500,99,10218,10135,8346
1500,100,10605,10394,8348
