500,1,30,19,0
500,2,46,24,0
500,3,303,79,0
500,4,534,132,3
500,5,346,125,6
500,6,771,243,7
500,7,1580,633,8
500,8,1727,1039,9
500,9,2512,1772,9
500,10,2828,2058,11
500,11,3705,2552,12
500,12,3466,2751,14
500,13,3423,3061,17
500,14,3306,3150,24
500,15,3949,3549,41
500,16,4007,3572,79
500,17,4686,4202,122
500,18,4013,3810,320
500,19,4310,4051,509
500,20,4153,3752,645
500,21,4101,3926,617
500,22,4451,3808,862
500,23,4050,3837,678
500,24,4714,4013,764
500,25,4019,3784,744
500,26,4758,4436,832
500,27,4807,4446,825
500,28,4703,4371,958
500,29,5642,4586,1014
500,30,5903,4700,1048
500,31,6588,5093,1188
500,32,4695,4238,990
500,33,4940,4446,912
500,34,5013,4606,1068
500,35,4925,4507,1065
500,36,5515,5221,1092
500,37,6717,5686,1064
500,38,7579,7009,1167
500,39,7554,6933,1180
500,40,7441,7054,1326
500,41,8540,8320,1510
500,42,9692,8613,1828
500,43,9453,8791,2263
500,44,9847,9109,3397
500,45,9160,8743,3875
500,46,9453,8970,4435
500,47,10174,8891,4619
500,48,10768,9774,4337
500,49,10599,9554,4521
500,50,10369,9915,4612
500,51,11248,10517,4625
500,52,11157,10272,4740
500,53,11733,10528,4844
500,54,11961,11250,5131
500,55,12754,11244,5147
500,56,11234,10642,5208
500,57,12001,11302,5669
500,58,12497,11722,5740
500,59,11977,11677,6157
500,60,12288,11631,6234
500,61,12716,11819,6376
500,62,11868,11172,6253
500,63,11109,10885,6491
500,64,12188,11433,6469
500,65,11375,11128,6359
500,66,12973,11687,6272
500,67,11812,11627,6447
500,68,13106,11881,6254
500,69,12562,11688,6446
500,70,12281,11741,6651
500,71,13161,12059,6643
500,72,12272,11663,6710
500,73,12247,11735,6420
500,74,12021,11770,6766
500,75,11710,11394,6340
500,76,12557,12119,6984
500,77,12305,11773,6555
500,78,11953,11665,6470
500,79,12935,12294,6725
500,80,12206,11788,6790
500,81,13065,12164,6909
500,82,12645,11675,6847
500,83,12610,11903,6950
500,84,12621,12023,6720
500,85,12523,12052,6905
500,86,15305,12519,6940
500,87,12707,11985,7033
500,88,12803,11988,6750
500,89,12537,12141,7032
500,90,12562,12049,7059
500,91,12165,11813,6919
500,92,12465,11708,7052
500,93,12276,12028,6983
500,94,12510,11741,7079
500,95,13320,12225,6996
500,96,12647,11954,7201
500,97,11530,11360,7036
500,98,11920,11750,7248
500,99,12340,11973,6982
500,100,11845,11511,7017
